Timestamp;Inlet Steam Pressure;Outlet Steam Pressure;X-axis Vibration;Y-axis Vibration;Z-axis Vibration;Bearing Temperature;Inlet Steam Flow;Outlet Steam Flow;Casing Temperature;Inlet Steam Pressure_health;Outlet Steam Pressure_health;X-axis Vibration_health;Y-axis Vibration_health;Z-axis Vibration_health;Bearing Temperature_health;Inlet Steam Flow_health;Outlet Steam Flow_health;Casing Temperature_health;Bearing Wear_health;Pressure Control System Failure_health;Overheating_health;Blade Erosion_health;Misalignment of Rotating Components_health;Debris Accumulation on Blades_health;Turbine_health
29/10/2024 15:37;59,386;93,9354;3,46;3,67;2,85;35,86;10,09;9,81;51,98;1;0,5014;1;1;1;1;1;1;0,9341;1;0,7507;0,9059;0,9169;1;1;0,9289
29/10/2024 15:38;59,474;93,9396;3,46;3,67;2,84;35,88;10,1;9,8;51,92;0,9972;0,4927;1;1;1;1;1;1;0,9359;1;0,7464;0,9043;0,915;1;1;0,9276
29/10/2024 15:39;59,462;93,9438;3,46;3,68;2,84;35,91;10,1;9,79;52,03;0,9997;0,5025;1;1;1;1;1;1;0,9324;1;0,7513;0,9058;0,917;1;1;0,929
29/10/2024 15:40;59,52;93,948;3,46;3,67;2,85;35,83;10,1;9,78;52,01;0,9798;0,4943;1;1;1;1;1;1;0,9331;1;0,7471;0,9012;0,9123;1;1;0,9268
29/10/2024 15:41;59,43;93,9522;3,46;3,67;2,84;35,82;10,1;9,81;52,07;1;0,5062;1;1;1;1;1;1;0,9309;1;0,7531;0,9062;0,9177;1;1;0,9295
29/10/2024 15:42;59,41;93,9564;3,45;3,68;2,85;35,93;10,1;9,78;51,96;0,9962;0,4984;1;1;1;1;1;1;0,9348;1;0,7492;0,9049;0,9158;1;1;0,9283
29/10/2024 15:43;59,33;93,9606;3,45;3,67;2,85;35,94;10,1;9,8;52,06;1;0,5036;1;1;1;1;1;1;0,9315;1;0,7518;0,9058;0,9173;1;1;0,9291
29/10/2024 15:44;59,34;93,9648;3,45;3,68;2,85;35,92;10,1;9,8;51,97;0,999;0,5078;1;1;1;1;1;1;0,9342;1;0,7539;0,9068;0,9178;1;1;0,9298
29/10/2024 15:45;59,32;93,969;3,46;3,67;2,84;35,84;10,09;9,81;51,96;0,9956;0,5043;1;1;1;1;1;1;0,9347;1;0,7522;0,9058;0,9167;1;1;0,9291
29/10/2024 15:46;59,29;93,9732;3,47;3,67;2,85;35,94;10,09;9,8;52;0,9966;0,5146;1;1;1;1;1;1;0,9334;1;0,7573;0,9074;0,9185;1;1;0,9305
29/10/2024 15:47;59,23;93,9774;3,47;3,68;2,84;35,95;10,1;9,82;52,08;1;0,4971;1;1;1;1;1;1;0,9307;1;0,7486;0,9046;0,9162;1;1;0,9282
29/10/2024 15:48;59,21;93,9816;3,47;3,68;2,85;36,02;10,1;9,8;52,03;1;0,4999;1;1;1;1;1;1;0,9322;1;0,75;0,9054;0,9167;1;1;0,9287
29/10/2024 15:49;59,25;93,9858;3,47;3,66;2,85;35,8;10,09;9,78;52,04;0,9813;0,4963;1;1;1;1;1;1;0,9319;1;0,7482;0,9016;0,9129;1;1;0,9271
29/10/2024 15:50;59,15;93,99;3,47;3,67;2,85;35,78;10,1;9,8;51,99;1;0,4969;1;1;1;1;1;1;0,9337;1;0,7485;0,9051;0,9162;1;1;0,9283
29/10/2024 15:51;59,14;93,9942;3,46;3,67;2,85;35,88;10,1;9,8;51,96;0,9958;0,4989;1;1;1;1;1;1;0,9347;1;0,7495;0,9049;0,9158;1;1;0,9284
29/10/2024 15:52;59,09;93,9984;3,47;3,68;2,85;35,86;10,13;9,8;52,04;1;0,499;1;1;1;1;1;1;0,9322;1;0,7495;0,9052;0,9165;1;1;0,9285
29/10/2024 15:53;58,99;94,0026;3,46;3,67;2,84;35,91;10,09;9,81;51,99;1;0,495;1;1;1;1;1;1;0,9336;1;0,7475;0,9048;0,9158;1;1;0,928
29/10/2024 15:54;59,06;94,0068;3,48;3,68;2,86;35,94;10,11;9,83;51,99;0,9925;0,5074;1;1;1;1;1;1;0,9335;1;0,7537;0,9056;0,9167;1;1;0,9293
29/10/2024 15:55;58,99;94,011;3,47;3,68;2,86;35,89;10,11;9,8;52,03;1;0,5081;1;1;1;1;1;1;0,9322;1;0,7541;0,9067;0,918;1;1;0,9298
29/10/2024 15:56;58,99;94,0152;3,45;3,69;2,86;35,73;10,12;9,8;52,08;0,9968;0,5058;1;1;1;1;1;1;0,9306;1;0,7529;0,9055;0,9171;1;1;0,9292
29/10/2024 15:57;58,93;94,0194;3,48;3,67;2,85;35,89;10,11;9,8;51,9;1;0,4965;1;1;1;1;1;1;0,9366;1;0,7483;0,9055;0,9161;1;1;0,9283
29/10/2024 15:58;58,87;94,0236;3,47;3,68;2,87;36,02;10,1;9,79;52,1;1;0,5015;1;1;1;1;1;1;0,9301;1;0,7508;0,9053;0,9169;1;1;0,9288
29/10/2024 15:59;58,94;94,0278;3,47;3,68;2,85;35,82;10,11;9,79;51,94;0,982;0,5036;1;1;1;1;1;1;0,9354;1;0,7518;0,9035;0,9143;1;1;0,9283
29/10/2024 16:00;58,88;94,032;3,46;3,68;2,85;36,05;10,1;9,79;52,08;0,992;0,4956;1;1;1;1;1;1;0,9307;1;0,7478;0,9031;0,9146;1;1;0,9276
29/10/2024 16:01;58,94;94,011;3,47;3,68;2,87;35,96;10,11;9,8;52;0,9851;0,5;1;1;1;1;1;1;0,9335;1;0,75;0,9031;0,9142;1;1;0,9279
29/10/2024 16:02;58,99;93,99;3,47;3,68;2,86;35,85;10,11;9,8;52,02;1;0,512;1;1;1;1;1;1;0,9328;1;0,756;0,9075;0,9187;1;1;0,9304
29/10/2024 16:03;59,09;93,969;3,47;3,69;2,86;35,83;10,1;9,8;52,03;1;0,493;1;1;1;1;1;1;0,9322;1;0,7465;0,9042;0,9155;1;1;0,9277
29/10/2024 16:04;59,17;93,948;3,48;3,68;2,86;35,9;10,1;9,78;51,97;1;0,505;1;1;1;1;1;1;0,9344;1;0,7525;0,9066;0,9175;1;1;0,9294
29/10/2024 16:05;59,33;93,927;3,47;3,68;2,87;35,98;10,11;9,8;52,1;0,9912;0,4991;1;1;1;1;1;1;0,9302;1;0,7495;0,9034;0,915;1;1;0,928
29/10/2024 16:06;59,35;93,906;3,47;3,68;2,87;35,89;10,11;9,78;52,05;1;0,4967;1;1;1;1;1;1;0,9318;1;0,7483;0,9047;0,9161;1;1;0,9282
29/10/2024 16:07;59,5;93,885;3,47;3,67;2,86;35,91;10,11;9,8;52,01;0,9989;0,5084;1;1;1;1;1;1;0,9332;1;0,7542;0,9067;0,9179;1;1;0,9298
29/10/2024 16:08;59,58;93,864;3,47;3,69;2,86;35,8;10,1;9,79;52,03;1;0,5055;1;1;1;1;1;1;0,9323;1;0,7528;0,9063;0,9176;1;1;0,9294
29/10/2024 16:09;59,7;93,843;3,46;3,69;2,85;35,88;10,1;9,79;52,1;0,9985;0,5023;1;1;1;1;1;1;0,9299;1;0,7511;0,9051;0,9168;1;1;0,9288
29/10/2024 16:10;59,76;93,822;3,48;3,69;2,86;35,79;10,09;9,8;51,86;1;0,4942;1;1;1;1;1;1;0,9378;1;0,7471;0,9053;0,9157;1;1;0,928
29/10/2024 16:11;59,97;93,801;3,47;3,68;2,87;35,85;10,1;9,81;52,07;0,9759;0,5011;1;1;1;1;1;1;0,9311;1;0,7506;0,9013;0,9128;1;1;0,9275
29/10/2024 16:12;59,97;93,78;3,47;3,68;2,86;35,85;10,09;9,79;51,97;1;0,497;1;1;1;1;1;1;0,9342;1;0,7485;0,9052;0,9162;1;1;0,9283
29/10/2024 16:13;60,16;93,759;3,48;3,69;2,86;35,87;10,1;9,81;51,95;0,9801;0,5041;1;1;1;1;1;1;0,935;1;0,752;0,9032;0,914;1;1;0,9282
29/10/2024 16:14;60,22;93,738;3,49;3,69;2,86;35,89;10,09;9,81;51,99;0,9948;0,5051;1;1;1;1;1;1;0,9337;1;0,7526;0,9056;0,9167;1;1;0,9291
29/10/2024 16:15;60,25;93,717;3,46;3,68;2,85;35,94;10,08;9,81;52,05;1;0,497;1;1;1;1;1;1;0,9316;1;0,7485;0,9048;0,9162;1;1;0,9282
29/10/2024 16:16;60,35;93,696;3,46;3,68;2,86;35,96;10,08;9,82;52,08;1;0,4977;1;1;1;1;1;1;0,9307;1;0,7488;0,9047;0,9163;1;1;0,9283
29/10/2024 16:17;60,58;93,675;3,47;3,67;2,86;35,92;10,1;9,81;52,1;0,9738;0,5097;1;1;1;1;1;1;0,93;1;0,7548;0,9023;0,9139;1;1;0,9285
29/10/2024 16:18;60,56;93,654;3,47;3,68;2,86;35,91;10,11;9,81;51,96;1;0,5031;1;1;1;1;1;1;0,9345;1;0,7515;0,9063;0,9172;1;1;0,9292
29/10/2024 16:19;60,65;93,633;3,48;3,67;2,87;35,92;10,09;9,8;52,06;1;0,4974;1;1;1;1;1;1;0,9315;1;0,7487;0,9048;0,9162;1;1;0,9283
29/10/2024 16:20;60,82;93,612;3,48;3,69;2,86;36,04;10,1;9,81;52;0,9928;0,5011;1;1;1;1;1;1;0,9334;1;0,7506;0,9046;0,9157;1;1;0,9285
29/10/2024 16:21;60,92;93,591;3,47;3,68;2,86;35,94;10,1;9,81;51,97;0,9941;0,4964;1;1;1;1;1;1;0,9343;1;0,7482;0,9041;0,9151;1;1;0,9279
29/10/2024 16:22;60,99;93,57;3,47;3,68;2,87;36,06;10,1;9,82;52;1;0,4903;1;1;1;1;1;1;0,9334;1;0,7452;0,904;0,9151;1;1;0,9274
29/10/2024 16:23;61,09;93,549;3,48;3,68;2,87;36,07;10,11;9,82;51,98;1;0,4914;1;1;1;1;1;1;0,9339;1;0,7457;0,9042;0,9152;1;1;0,9275
29/10/2024 16:24;61,18;93,528;3,48;3,67;2,87;35,91;10,1;9,8;51,98;1;0,4993;1;1;1;1;1;1;0,9341;1;0,7496;0,9056;0,9165;1;1;0,9286
29/10/2024 16:25;61,27;93,507;3,48;3,68;2,86;36,09;10,11;9,79;52,08;1;0,5006;1;1;1;1;1;1;0,9305;1;0,7503;0,9052;0,9168;1;1;0,9287
29/10/2024 16:26;61,48;93,486;3,48;3,69;2,86;35,92;10,11;9,8;52;0,972;0,5;1;1;1;1;1;1;0,9333;1;0,75;0,9009;0,912;1;1;0,9272
29/10/2024 16:27;61,57;93,465;3,49;3,68;2,86;35,84;10,1;9,8;52;0,9781;0,5005;1;1;1;1;1;1;0,9334;1;0,7502;0,902;0,9131;1;1;0,9276
29/10/2024 16:28;61,6;93,444;3,48;3,68;2,86;36,08;10,1;9,8;51,96;0,9988;0,4859;1;1;1;1;1;1;0,9345;1;0,743;0,9032;0,9141;1;1;0,9267
29/10/2024 16:29;61,68;93,423;3,48;3,69;2,87;36,05;10,1;9,8;52,09;1;0,4971;1;1;1;1;1;1;0,9304;1;0,7485;0,9046;0,9162;1;1;0,9282
29/10/2024 16:30;61,83;93,402;3,48;3,69;2,87;35,89;10,1;9,8;52;0,9901;0,5072;1;1;1;1;1;1;0,9333;1;0,7536;0,9051;0,9162;1;1;0,9292
29/10/2024 16:31;61,91;93,381;3,47;3,69;2,87;35,8;10,1;9,78;51,98;0,9978;0,4925;1;1;1;1;1;1;0,934;1;0,7463;0,904;0,915;1;1;0,9276
29/10/2024 16:32;61,99;93,36;3,48;3,69;2,88;35,81;10,1;9,81;52,06;1;0,5048;1;1;1;1;1;1;0,9313;1;0,7524;0,906;0,9175;1;1;0,9293
29/10/2024 16:33;62,07;93,339;3,47;3,69;2,88;35,83;10,1;9,78;51,96;1;0,5015;1;1;1;1;1;1;0,9345;1;0,7508;0,906;0,9169;1;1;0,9289
29/10/2024 16:34;62,23;93,318;3,47;3,68;2,87;36,05;10,08;9,8;51,95;0,99;0,4902;1;1;1;1;1;1;0,935;1;0,7451;0,9025;0,9134;1;1;0,9268
29/10/2024 16:35;62,31;93,297;3,48;3,69;2,87;35,98;10,09;9,79;52,06;0,9967;0,501;1;1;1;1;1;1;0,9313;1;0,7505;0,9048;0,9163;1;1;0,9286
29/10/2024 16:36;62,39;93,276;3,47;3,69;2,86;36,07;10,1;9,8;52,08;1;0,5025;1;1;1;1;1;1;0,9306;1;0,7513;0,9055;0,9171;1;1;0,929
29/10/2024 16:37;62,42;93,255;3,47;3,68;2,87;35,95;10,09;9,79;51,93;1;0,5061;1;1;1;1;1;1;0,9357;1;0,7531;0,907;0,9177;1;1;0,9296
29/10/2024 16:38;62,54;93,234;3,48;3,68;2,87;35,94;10,12;9,8;51,93;1;0,4985;1;1;1;1;1;1;0,9356;1;0,7493;0,9057;0,9164;1;1;0,9286
29/10/2024 16:39;62,63;93,213;3,48;3,69;2,87;35,89;10,11;9,79;52,03;1;0,498;1;1;1;1;1;1;0,9324;1;0,749;0,9051;0,9163;1;1;0,9284
29/10/2024 16:40;62,77;93,192;3,48;3,68;2,86;35,79;10,11;9,8;51,98;1;0,4945;1;1;1;1;1;1;0,9339;1;0,7472;0,9047;0,9157;1;1;0,928
29/10/2024 16:41;62,97;93,171;3,48;3,7;2,87;35,87;10,1;9,81;51,89;0,9751;0,4992;1;1;1;1;1;1;0,9369;1;0,7496;0,9019;0,9124;1;1;0,9273
29/10/2024 16:42;63,03;93,15;3,48;3,69;2,86;35,81;10,12;9,81;52,08;0,9892;0,4988;1;1;1;1;1;1;0,9307;1;0,7494;0,9031;0,9147;1;1;0,9279
29/10/2024 16:43;63,13;93,129;3,48;3,69;2,87;36,02;10,1;9,8;51,92;0,9905;0,4956;1;1;1;1;1;1;0,9359;1;0,7478;0,9037;0,9143;1;1;0,9276
29/10/2024 16:44;63,2;93,108;3,48;3,68;2,88;35,86;10,1;9,8;51,97;1;0,4935;1;1;1;1;1;1;0,9344;1;0,7468;0,9047;0,9156;1;1;0,9278
29/10/2024 16:45;63,32;93,087;3,48;3,69;2,88;36,01;10,1;9,81;52,01;0,9919;0,5036;1;1;1;1;1;1;0,933;1;0,7518;0,9047;0,9159;1;1;0,9287
29/10/2024 16:46;63,4;93,066;3,48;3,69;2,88;35,89;10,08;9,81;52,02;1;0,4966;1;1;1;1;1;1;0,9326;1;0,7483;0,9049;0,9161;1;1;0,9282
29/10/2024 16:47;63,46;93,045;3,48;3,69;2,87;35,89;10,1;9,79;51,98;1;0,506;1;1;1;1;1;1;0,9339;1;0,753;0,9066;0,9177;1;1;0,9295
29/10/2024 16:48;63,59;93,024;3,48;3,68;2,87;36,06;10,1;9,81;52,04;1;0,4942;1;1;1;1;1;1;0,9318;1;0,7471;0,9043;0,9157;1;1;0,9279
29/10/2024 16:49;63,65;93,003;3,49;3,69;2,89;35,87;10,1;9,8;52,08;1;0,502;1;1;1;1;1;1;0,9307;1;0,751;0,9054;0,917;1;1;0,9289
29/10/2024 16:50;63,79;92,982;3,47;3,68;2,88;35,9;10,1;9,81;51,98;1;0,5;1;1;1;1;1;1;0,9341;1;0,75;0,9057;0,9167;1;1;0,9287
29/10/2024 16:51;63,92;92,961;3,48;3,68;2,87;35,94;10,1;9,8;51,92;0,9947;0,4989;1;1;1;1;1;1;0,9361;1;0,7494;0,905;0,9156;1;1;0,9283
29/10/2024 16:52;64,02;92,94;3,5;3,68;2,88;35,9;10,11;9,8;51,95;0,9942;0,4976;1;1;1;1;1;1;0,9351;1;0,7488;0,9045;0,9153;1;1;0,9281
29/10/2024 16:53;63,99;92,919;3,48;3,68;2,88;35,92;10,1;9,8;52;1;0,4992;1;1;1;1;1;1;0,9334;1;0,7496;0,9054;0,9165;1;1;0,9286
29/10/2024 16:54;64;92,898;3,49;3,68;2,87;35,92;10,1;9,81;52,05;1;0,5088;1;1;1;1;1;1;0,9318;1;0,7544;0,9068;0,9181;1;1;0,9299
29/10/2024 16:55;64,01;92,877;3,49;3,69;2,88;35,97;10,11;9,79;51,99;1;0,4978;1;1;1;1;1;1;0,9337;1;0,7489;0,9053;0,9163;1;1;0,9284
29/10/2024 16:56;64,07;92,856;3,48;3,7;2,88;35,92;10,11;9,81;51,99;0,99;0,5047;1;1;1;1;1;1;0,9337;1;0,7523;0,9047;0,9158;1;1;0,9288
29/10/2024 16:57;64,02;92,835;3,49;3,69;2,88;35,99;10,1;9,8;52,02;1;0,4936;1;1;1;1;1;1;0,9328;1;0,7468;0,9044;0,9156;1;1;0,9278
29/10/2024 16:58;64,02;92,814;3,49;3,68;2,87;35,98;10,1;9,79;52;1;0,4933;1;1;1;1;1;1;0,9333;1;0,7467;0,9044;0,9156;1;1;0,9278
29/10/2024 16:59;64,03;92,793;3,48;3,68;2,88;35,97;10,1;9,8;52,08;1;0,5024;1;1;1;1;1;1;0,9307;1;0,7512;0,9055;0,9171;1;1;0,929
29/10/2024 17:00;64,07;92,772;3,49;3,68;2,88;35,97;10,1;9,8;51,98;1;0,4955;1;1;1;1;1;1;0,9341;1;0,7478;0,9049;0,9159;1;1;0,9281
29/10/2024 17:01;64,1;92,751;3,48;3,68;2,88;35,94;10,09;9,79;52,06;0,9964;0,5033;1;1;1;1;1;1;0,9313;1;0,7516;0,9052;0,9166;1;1;0,9289
29/10/2024 17:02;64,15;92,73;3,48;3,69;2,87;35,77;10,1;9,8;51,99;0,9846;0,5015;1;1;1;1;1;1;0,9338;1;0,7508;0,9033;0,9144;1;1;0,9281
29/10/2024 17:03;64,07;92,709;3,49;3,69;2,88;36,06;10,09;9,81;52;1;0,4983;1;1;1;1;1;1;0,9334;1;0,7492;0,9053;0,9164;1;1;0,9285
29/10/2024 17:04;64,14;92,688;3,48;3,69;2,88;35,98;10,1;9,81;51,99;0,9941;0,4921;1;1;1;1;1;1;0,9338;1;0,746;0,9033;0,9144;1;1;0,9273
29/10/2024 17:05;64,08;92,667;3,5;3,69;2,88;36,16;10,11;9,8;52,04;1;0,496;1;1;1;1;1;1;0,9321;1;0,748;0,9047;0,916;1;1;0,9281
29/10/2024 17:06;64,17;92,646;3,47;3,69;2,88;35,96;10,1;9,8;52,03;0,9884;0,4939;1;1;1;1;1;1;0,9323;1;0,7469;0,9024;0,9137;1;1;0,9272
29/10/2024 17:07;64,17;92,625;3,49;3,69;2,88;35,82;10,1;9,79;51,98;0,9931;0,4958;1;1;1;1;1;1;0,9339;1;0,7479;0,9038;0,9148;1;1;0,9278
29/10/2024 17:08;64,27;92,604;3,49;3,69;2,89;35,94;10,11;9,79;52,04;0,9639;0,5052;1;1;1;1;1;1;0,932;1;0,7526;0,9002;0,9115;1;1;0,9274
29/10/2024 17:09;64,23;92,583;3,49;3,68;2,88;35,93;10,1;9,81;52,14;0,9803;0,5018;1;1;1;1;1;1;0,9287;1;0,7509;0,9018;0,9137;1;1;0,9277
29/10/2024 17:10;64,21;92,562;3,5;3,69;2,88;35,9;10,09;9,8;52,02;0,989;0,5007;1;1;1;1;1;1;0,9326;1;0,7503;0,9037;0,915;1;1;0,9282
29/10/2024 17:11;64,2;92,541;3,48;3,7;2,88;36;10,1;9,81;51,97;0,9981;0,5053;1;1;1;1;1;1;0,9343;1;0,7527;0,9063;0,9172;1;1;0,9294
29/10/2024 17:12;64,12;92,52;3,48;3,7;2,88;35,96;10,09;9,8;51,99;1;0,497;1;1;1;1;1;1;0,9337;1;0,7485;0,9051;0,9162;1;1;0,9283
29/10/2024 17:13;64,19;92,499;3,48;3,69;2,88;35,94;10,09;9,78;52,02;1;0,4928;1;1;1;1;1;1;0,9327;1;0,7464;0,9042;0,9155;1;1;0,9277
29/10/2024 17:14;64,27;92,478;3,48;3,7;2,88;35,96;10,1;9,78;51,98;0,9841;0,5018;1;1;1;1;1;1;0,934;1;0,7509;0,9033;0,9143;1;1;0,9281
29/10/2024 17:15;64,23;92,457;3,49;3,68;2,89;36,07;10,09;9,78;51,94;0,9994;0,5;1;1;1;1;1;1;0,9354;1;0,75;0,9058;0,9166;1;1;0,9287
29/10/2024 17:16;64,23;92,436;3,49;3,7;2,88;35,91;10,09;9,81;51,91;1;0,5067;1;1;1;1;1;1;0,9364;1;0,7534;0,9072;0,9178;1;1;0,9297
29/10/2024 17:17;64,3;92,415;3,49;3,69;2,89;36,1;10,09;9,82;51,94;0,983;0,4928;1;1;1;1;1;1;0,9353;1;0,7464;0,9018;0,9126;1;1;0,9268
29/10/2024 17:18;64,24;92,394;3,49;3,7;2,89;35,98;10,09;9,78;52,06;1;0,4952;1;1;1;1;1;1;0,9313;1;0,7476;0,9044;0,9159;1;1;0,928
29/10/2024 17:19;64,27;92,373;3,49;3,7;2,89;35,96;10,11;9,81;52,03;1;0,5037;1;1;1;1;1;1;0,9324;1;0,7518;0,906;0,9173;1;1;0,9292
29/10/2024 17:20;64,3;92,352;3,48;3,7;2,88;35,77;10,1;9,8;51,99;0,9933;0,5017;1;1;1;1;1;1;0,9337;1;0,7508;0,9048;0,9158;1;1;0,9286
29/10/2024 17:21;64,26;92,331;3,5;3,69;2,9;36,01;10,1;9,79;52,08;1;0,5;1;1;1;1;1;1;0,9305;1;0,75;0,9051;0,9167;1;1;0,9286
29/10/2024 17:22;64,28;92,31;3,48;3,69;2,88;35,9;10,11;9,8;51,95;1;0,4944;1;1;1;1;1;1;0,9352;1;0,7472;0,9049;0,9157;1;1;0,928
29/10/2024 17:23;64,26;92,289;3,48;3,69;2,89;36,09;10,09;9,79;52,01;1;0,4947;1;1;1;1;1;1;0,9331;1;0,7474;0,9046;0,9158;1;1;0,928
29/10/2024 17:24;64,25;92,268;3,49;3,69;2,88;35,83;10,09;9,79;51,95;1;0,5077;1;1;1;1;1;1;0,935;1;0,7539;0,9071;0,918;1;1;0,9298
29/10/2024 17:25;64,34;92,247;3,5;3,69;2,89;36,04;10,09;9,81;51,99;0,9975;0,4929;1;1;1;1;1;1;0,9337;1;0,7465;0,904;0,9151;1;1;0,9276
29/10/2024 17:26;64,36;92,226;3,49;3,69;2,89;35,96;10,11;9,79;52,1;0,9918;0,5069;1;1;1;1;1;1;0,9301;1;0,7535;0,9048;0,9165;1;1;0,9291
29/10/2024 17:27;64,35;92,205;3,49;3,69;2,89;36,06;10,09;9,8;51,95;1;0,5011;1;1;1;1;1;1;0,9351;1;0,7505;0,906;0,9168;1;1;0,9289
29/10/2024 17:28;64,35;92,184;3,5;3,7;2,89;35,87;10,11;9,79;51,88;1;0,4999;1;1;1;1;1;1;0,9373;1;0,7499;0,9062;0,9166;1;1;0,9288
29/10/2024 17:29;64,35;92,163;3,48;3,7;2,88;36;10,1;9,81;52,06;1;0,5003;1;1;1;1;1;1;0,9313;1;0,7501;0,9053;0,9167;1;1;0,9287
29/10/2024 17:30;64,44;92,142;3,5;3,7;2,88;35,92;10,1;9,8;51,95;0,9811;0,4956;1;1;1;1;1;1;0,9349;1;0,7478;0,9019;0,9128;1;1;0,9271
29/10/2024 17:31;64,32;92,121;3,49;3,7;2,88;36,08;10,1;9,82;52;1;0,5023;1;1;1;1;1;1;0,9335;1;0,7511;0,906;0,917;1;1;0,929
29/10/2024 17:32;64,42;92,1;3,49;3,7;2,9;35,78;10,08;9,78;52;0,9937;0,5016;1;1;1;1;1;1;0,9333;1;0,7508;0,9048;0,9159;1;1;0,9286
29/10/2024 17:33;64,38;92,079;3,5;3,7;2,9;36,09;10,11;9,81;51,95;1;0,5001;1;1;1;1;1;1;0,935;1;0,7501;0,9059;0,9167;1;1;0,9288
29/10/2024 17:34;64,47;92,058;3,49;3,69;2,89;35,94;10,1;9,82;51,97;0,9842;0,5008;1;1;1;1;1;1;0,9344;1;0,7504;0,9032;0,9142;1;1;0,928
29/10/2024 17:35;64,31;92,037;3,5;3,7;2,89;36,11;10,1;9,8;51,91;1;0,4773;1;1;1;1;1;1;0,9364;1;0,7387;0,9023;0,9129;1;1;0,9256
29/10/2024 17:36;64,36;92,016;3,49;3,7;2,89;36,13;10,1;9,81;51,98;1;0,488;1;1;1;1;1;1;0,934;1;0,744;0,9037;0,9147;1;1;0,9271
29/10/2024 17:37;64,52;91,995;3,48;3,69;2,9;35,99;10,1;9,8;52;0,9757;0,5074;1;1;1;1;1;1;0,9334;1;0,7537;0,9027;0,9138;1;1;0,9284
29/10/2024 17:38;64,52;91,974;3,5;3,7;2,9;35,88;10,11;9,8;52,01;0,9815;0,5053;1;1;1;1;1;1;0,9332;1;0,7527;0,9033;0,9145;1;1;0,9284
29/10/2024 17:39;64,55;91,953;3,49;3,7;2,89;35,88;10,09;9,8;51,96;0,9732;0,4989;1;1;1;1;1;1;0,9348;1;0,7495;0,9012;0,912;1;1;0,9271
29/10/2024 17:40;64,49;91,932;3,49;3,69;2,89;36,03;10,09;9,8;51,95;0,996;0,5078;1;1;1;1;1;1;0,935;1;0,7539;0,9064;0,9173;1;1;0,9296
29/10/2024 17:41;64,5;91,911;3,5;3,69;2,9;36,01;10,1;9,8;51,96;0,9979;0,5025;1;1;1;1;1;1;0,9347;1;0,7512;0,9058;0,9167;1;1;0,929
29/10/2024 17:42;64,46;91,89;3,5;3,7;2,9;36,04;10,11;9,82;52,04;1;0,4937;1;1;1;1;1;1;0,9319;1;0,7469;0,9043;0,9156;1;1;0,9278
29/10/2024 17:43;64,48;91,869;3,49;3,68;2,9;36,03;10,09;9,8;52,09;1;0,4967;1;1;1;1;1;1;0,9302;1;0,7484;0,9045;0,9161;1;1;0,9282
29/10/2024 17:44;64,46;91,848;3,5;3,7;2,9;36,15;10,1;9,79;52,05;1;0,5025;1;1;1;1;1;1;0,9316;1;0,7512;0,9057;0,9171;1;1;0,929
29/10/2024 17:45;64,48;91,827;3,51;3,69;2,89;35,91;10,09;9,79;51,96;1;0,5066;1;1;1;1;1;1;0,9345;1;0,7533;0,9069;0,9178;1;1;0,9297
29/10/2024 17:46;64,52;91,806;3,5;3,7;2,91;36,01;10,1;9,79;52,04;1;0,5061;1;1;1;1;1;1;0,932;1;0,7531;0,9064;0,9177;1;1;0,9295
29/10/2024 17:47;64,62;91,785;3,49;3,69;2,9;36,05;10,09;9,79;52,02;0,9762;0,4872;1;1;1;1;1;1;0,9326;1;0,7436;0,8993;0,9106;1;1;0,9256
29/10/2024 17:48;64,56;91,764;3,5;3,69;2,89;36,03;10,11;9,78;52,01;0,9994;0,5029;1;1;1;1;1;1;0,9332;1;0,7514;0,9059;0,917;1;1;0,9291
29/10/2024 17:49;64,56;91,743;3,5;3,7;2,9;35,88;10,09;9,81;52,01;1;0,4949;1;1;1;1;1;1;0,933;1;0,7475;0,9047;0,9158;1;1;0,928
29/10/2024 17:50;64,68;91,722;3,49;3,69;2,9;35,97;10,1;9,78;51,97;0,9675;0,5028;1;1;1;1;1;1;0,9344;1;0,7514;0,9008;0,9117;1;1;0,9273
29/10/2024 17:51;64,62;91,701;3,51;3,7;2,89;36,08;10,1;9,82;52,05;0,9895;0,5013;1;1;1;1;1;1;0,9317;1;0,7507;0,9038;0,9151;1;1;0,9283
29/10/2024 17:52;64,54;91,68;3,49;3,7;2,9;35,99;10,1;9,81;52,03;1;0,4993;1;1;1;1;1;1;0,9323;1;0,7496;0,9053;0,9165;1;1;0,9286
29/10/2024 17:53;64,63;91,659;3,49;3,69;2,89;36,1;10,1;9,81;51,95;0,9935;0,4954;1;1;1;1;1;1;0,9351;1;0,7477;0,904;0,9148;1;1;0,9278
29/10/2024 17:54;64,74;91,638;3,51;3,7;2,89;35,91;10,12;9,78;52,03;0,96;0,503;1;1;1;1;1;1;0,9323;1;0,7515;0,8992;0,9105;1;1;0,9269
29/10/2024 17:55;64,6;91,617;3,51;3,7;2,89;35,92;10,08;9,8;52,05;1;0,4985;1;1;1;1;1;1;0,9315;1;0,7492;0,905;0,9164;1;1;0,9284
29/10/2024 17:56;64,65;91,596;3,5;3,69;2,89;36,01;10,11;9,79;52,03;0,997;0,5062;1;1;1;1;1;1;0,9323;1;0,7531;0,9059;0,9172;1;1;0,9294
